text,label
"Бай: — Үйге барсаң, қатын береді, — дейді.",1
"Алдар көсе үйіне келіп: — Бай Жіңішкебізді маған ал деді, — деп, қатынына айтыпты.",1
"Қатыны «бермеймін» десе, Алдар көсе байға айқай салыпты.",1
"Сөйтсе, бай ашуланып, қатынына: — Бер, — депті.",1
Қатыны Жіңішкебізді Алдар көсеге беріп жіберіпті.,1
"Алдар көсе Жіңішкебізді алып келе жатса, бір таз қой бағып жүр екен.",1
Алдар көсе тазға айтыпты.,1
"— Тазым, тазым, басыңды жазып берейін бе?",1
— депті.,1
"Таз: — Мақұл, — депті.",1
"— Көк серкеңді әкел, — деп, серкені сойып, қарнын-жынын таздың басына қаптап: — Сен енді осы құдыққа түсіп, жылын.",1
Қасыңа бір ешкі байлап қоясың.,1
"Сол ешкі маңырағанда, тазың кетеді, — деп, ешкіні байлап кетіпті.",1
"Сөйтсе, қой кетіп қалыпты.",1
"Алдар көсе Жіңішкебізбен келе жатса, бір қарт қос айдап жүрсе, сартқа келіп, Алдар көсе қартқа айтыпты.",1
"— Сарт, мен сенің үйіңнен тамақ ішіп шықтым.",1
"Қатының тамағыңды даярлап тұр, маған «сен айдай тұр» деді, — депті.",1
"Сарт сеніп, үйіне кетіп қалса, өгізінің құйрығын кесіп, жерге қадап, екі өгізді Жіңішкебізбен бір белдің астына апарып қойып, сартқа айқайлапты.",1
"— Сартақ сарт, өгізің жерге кіріп кетті, — деп айқайлайды.",1
"Сарт келіп, құйрықты тартса, Алдар көсе «жұлынады, тартпа» десе, сарт болмай, жұлып алыпты.",1
"— Әне, жұлма десем де жұлды.",1
"Сарт жерді қазып-қазып, таба алмай, сарт үйіне кетіпті.",1
"Алдар көсе Жіңішкебізді, екі өгізді алып, жолына түсіпті.",1
"Бір қойшы қой бағып жүрсе, бір түлкіні бір аю қуып келеді екен.",1
Түлкі бір тамға кіреді.,1
"Аю да тамға кіремін дегенде тар тесігіне кеудесі сыйып, бөксесі сыймай қалады.",1
"Ал, түлкі болса, басқа бір тесігінен жылт етіп шығып, айналып, есікке жақындайды.",1
"Есіктен не әрі, не бері шыға алмай ілініп жатқан аюды түлкі әжуалап, күліп кетеді.",1
Оны қойшы көріп тұрады.,1
"Аю әрең дегенде қайта шығып, жан-жағына қарайды.",1
Болған жайды бақылап тұрған қойшыны көреді.,1
"Қойшыға жақындап келіп, аю;- Е, қойшы сен не көрдің? – деп ақырады.",1
"Қойшы қорқып кетіп:- Ойбай, мен ештеңе көрген жоқпын деп жауап береді.",1
Аю:- Жарайды.,1
«Көргеніңді айтсаң өлесің» дейді де кетіп қалады.,1
Қойшы қойларын айдап ауылына қайтады.,1
Ауылына келген соң кездескен адамдардың бәріне айтады.,1
Ауылдағы бала-шаға оқиғаны өлең қылып күліп жүреді.,1
"Осы өсекті естіген аю, ыза болып қойшыны іздейді.",1
"Қой бағып жүрген қойшыны тауып алады. - Ештеңе көрмедім, ешкімге айтпаймын деген уәдең қайда?",1
Енді сөзіңде тұрмағаның үшін мен сені жеймін – деп ақырады.,1
"Қойшы жалынып:- Маған үш күн рұқсат бер, үй – ішіммен, ағайын-туыспен қоштасайын деп сұрайды.",1
Аю:- Жарайды.,1
Үш күнге рұқсат берейін деп кетіп қалады.,1
Қойшы қоштаса бастайды.,1
"Қойшы екі күн үй-ішімен қоштасып, уәделескен күніне бір күн қалғанда далада істеген ісіне өкініп жылап отырады.",1
Осы кезде қасына түлкі келеді.,1
"Түлкі:- Е, қойшым неге жылап отырсың? - Сенің кесіріңнен енді өлетін болдым,- деп жауап береді.",1
"Түлкі:- Е, үндеме саған көмектесейін.",1
Аюдан құтылудың амалын табайын.,1
"Ал, енді маған ақылыма не бересің? – дейді.",1
"Қойшы: Қуанып кетеді де:- Ойбай, не қаласаң соны берейін – дейді.",1
Түлкі:- Егер мен сені аюдан құтқарсам сен маған өзіңнің бір бүйрегіңді бересің бе? - дейді.,1
"Қойшы қатты сасып, қипақтап, қиналып бірақ басқа амалы болмағандықтан. - Мейлі берейін. – деп келіседі. - Сонда түлкі қойшыға:- Аулыңа барып, демал ертең уәделескен жерге кел де, аюды күт.",1
Аю келгенде анау жерде шаңды бұрқыратып мен жүрейін.,1
"Аю сұрап: Анау неткен шаң? – деп сонда сен: «Ол ханның баласы әйелі аюдың жүрегіне жерік болып, соны іздеп жүр» де аю қорыққанынан қашып кетер – дейді.",1
Екеуі уәделесіп екі жаққа тарасады.,1
Келесі күні қойшы уәделескен жеріне келеді.,1
Осы кезде басы салбырап қойшы келе жатады.,1
"Аюда келеді. - Екеуі кездесе бергенде, аю алыстан бұрқырап шығып жатқан шаңды көреді.",1
Аю: - Қойшым анау бұрқыраған не шаң? –деп сұрайды.,1
"Қойшы:- Е, ол ханның баласы ғой.",1
"Әйелі аюдың жүрегіне жерік болып, соны шарқ ұрып іздеп жүр дейді Аю қорқып кетеді де, қойшыны құшақтай алып:- Ойбай, қойшым онда мен тезірек қашайын.",1
"Тек сен мені көргеніңді айтпа, - деп қаша жөнеледі.",1
"Осы жайды алыстан бақылап тұрған түлкі, аю қаша жөнелісімен қойшының қасына жетіп келеді. - Түлкі қуланып қойшыға келіп:- Қойшым, мен саған көмектестім.",1
Енді сен уәдеңде тұр.,1
Маған бір бүйрегіңді бересің.,1
"Қойшы қипақтап, жыламсырап, шапанының белбеуін шеше бастайды.",1
"Осы кезде үш күн бойы жөнді тамақ ішпеген, жөнді ұйықтай алмаған қойшының іші шұрылдайды.",1
"Бұл шұрылды естіп қалған түлкі құлағын тіге қойып, Түлкі:- О, не қыңсылаған? – деп сұрайды.",1
Сол кезде қойшы:- Түнеу күні бір тазының күшігін жұтқан едім.,1
"Сол енді үлкен тазы болып, ішімнен шығайын деп, қыңсылап жатыр – дейді.",1
"Түлкі шошып кетіп:Ойбай, қойшым ендеше дос болайық!",1
Тазы шығып кетпесін мен қашайын деп алды-артына қарамай қаша жөнеледі.,1
Түлкіден қулық үйренген қойшы басына түскен ауыртпалықтан осылай құтылады.,1
Қойшы қойларын айдап жайына кетеді.,1
"Жолдаған: НазираҚызылорда облысы,Шиелі ауданы,Нартай ауылы",1
Қазақ халқының ұлттық ертегілері Күндердің бір күні Жылан жер жүзіндегі жанды мен жансыздарға мынадай арыз айтады: — Мені Тәңірім сендердің бәріңнен кем жаратыпты.,1
Аяқ-қолым жоқ.,1
"Басымды көтере алмай, жер бауырлап қалдым.",1
"Не жеп, не қоярымды да білмеймін.",1
"Сендердің бәрің бір бүтін тілдісіңдер, ал мен айыр тілдімін.",1
"Ойлап отырсам, жанды мен жансыздың ішіндегі сорлысы мен екенмін.",1
Маған ешқайсыңның жәрдем еткілерің келмейді.,1
"«Сен қасіретті көп тарттың, ондайлар әрдайым әділ келеді, сен барлығымызға патша да бола аласың» деп, сөзбен болса да жұбатып кетпейсіңдер, – деп, ол екі көзінен қанды жасын сорғалатып, ағыл-тегіл жылайды.",1
"Жанды-жансыздың барлығы жыланға аяныш білдіріп, өкпесін орынды көреді, «қарасың деп шықпайтын, қара қылды қақ жарған, ақ жүрек ақылшымыз болар» десіп, өздеріне патша етіп сайлайды.",1
"Жыл артынан жыл, күн артынан күн өтіп жатады.",1
"Күндердің күнінде Жыланекең: «Бүкіл әлемге патша болып, барлық билікті өз қолыма алсам, бұдан да жақсы тұрар едім.",1
"Көзіме көрінген тамақты ішпей, дүниедегі жандылардың ең тәтті қандысын жер едім», – деп қиялдайды.",1
Қан дәмін айыра алатындарды шақыртады.,1
"Қос қанатын делдитіп, аяқтарын шілтитіп, қуарып Шіркей, тұмсығын едірейтіп Маса, патшаның көңілін табам деушілердің бәрі келеді.",1
"Патша осылардың ішінен Шіркей мен Масаға: — Жер жүзін аралап, өсімдіктердің дәмін татып, жанды-жансыздың қанын сорып қайтыңдар, тек бұлар ғана емес, қаттыдан тастың, жұмсақтан топырақтың да дәмін алыңдар.",1
"Дүниедегі ең тәтті зат бұдан былай менің тамағым болатындай етіңдер, – деп, уақыт кесіп, бүкіл әлемді шарлатып жібереді.",1
"Күн артынан күн өтіп, патшаның кесіп берген мезгілі де жетеді.",1
"Шіркей әлсіздігінен жел болса, шөптің түбіне қашып тығылып, тымықта ыңылдап ән салғансып жүріп, кешігіп қалады.",1
"Ал Маса өсімдік пен жандылардың ең тәттісін біліп алып, патшасына қарай әуелей ұшып, әндетіп келе жатқанда, Қарлығаш кез болады.",1
"— Иә, Маса досым, патшамызға ең тәтті тамақ іздеп кетті деп естіп едік, таптың ба?",1
"Маса Қарлығашты менсінбей, сұрағына жауап қатпай, зулай жөнеледі.",1
"— Ә, ә, түсіндім, түсіндім!",1
"Жолың болып, іздегеніңді тапқан екенсің, достым. . .",1
Азаматсың өзің!,1
"Сенің ептілігіңді, еш нәрседен тайынбайтын бір беттілігіңді білгемін.",1
"Осы қасиетіңді енді барлық қанаттыларға айта жүретін боламыз, – деп, Қарлығаш Масадан сыр тарта, мадақтай сөйлейді.",1
Бұл мақтауға Масаның есі шыға мастанып: — Патшамыздың тамағына кімді тапқанымды білесің бе?,1
"— Е, Маса досым, мен не білуші едім?",1
"Сізден денемнің үлкендігі болмаса, ақылым аз емес пе? !",1
Сіз патшаның ақылшысысыз.,1
"Кәне, төрем, айтыңызшы, ардақты патшамыздың тамағына кімді таптыңыз?",1
Маса еліре түсіп: — Дүниеде патшамызға лайықты ең тәтті тамақ адам қаны екен. «Һм. . .,1
"Адам сияқты ақылды да айлалы жан домаланған сілімтік жарымжанға жем болып қала ма» деп, қарлығаш бір амал ойлайды.",1
"— Менің ақылымның қысқалығы осы емес пе, Маса төрем!",1
Адамның қаны тәтті дегеніңізге сенер-сенбесімді білмей келем.,1
"«Дүниеде тәтті қанды тауып, дәмін татқанның тіліне алтын мөр түсіп қалады» деп, шешем көп айтушы еді.",1
"Кәне, тіліңізді шығарып, мөріңізді көрсетіңізші!",1
Алтын мөрге көз салғанның өзі біз үшін үлкен бір медеу ғой.,1
"Бұл мақтауға елірген ессіз Маса: — Көрсең, көре ғой, байғұс! – деп, тілін ұсынады.",1
"Қарлығаш шап беріп, Масаның тілін жұлып алғанда, ол сөйлей алмай, ыз-ыз етіп, патшасы Жыланға қарай ұша жөнеледі.",1
"«Қош, тілің жұлынды.",1
Аузыңа құм құйылды.,1
Адамның қанының тәттілігін енді қалай түсіндірер екенсің? » деген оймен Қарлығаш артынан ұшады.,1
"Маса бірдемелерді айтқысы келіп, ыз-ыз етіп зар қағады.",1
Бірақ еш нәрсені түсіндіре алмайды Жыланға.,1
"— Мұның тілі аузынан түсіп қалған ба, немесе жынданған ба?",1
"Мынаның не деп тұрғанын түсінгендерің бар ма? – деп, Жылан тұрғандарға қарайды.",1
"— Өте түсінікті, патшам! – дейді Қарлығаш сонда.",1
"— Түн көрмей кетейін, бірдеңе ұқсам, кәне, түсінсең айтшы, не деп тұр?",1
"— Ызыңдап ұшып жүріп, бүкіл әлемді араладым.",1
"Бірақ неше түрлі өсімдікті өзі өсіріп шығарған топырақтан басқа еш нәрсені таппадым, - дейді патшам!",1
"Тілі сөйлеуге жарамаса да құлағы сау Маса мұны естігенде, жаны шығып кете жаздайды.",1
"Ол ызыңдап кеп, Қарлығашқа екі-үш рет тиіседі де Жыланның алдына барып жылап жібереді.",1
"— Ә, ә, мұның тіліне бір пәле қылған сен екенсің ғой, – деп, Жылан Қарлығашқа атылып кеп кетеді.",1
Қарлығаш ұша жөнеледі.,1
Жылан ұша жөнелген Қарлығаштың құйрығын ғана тістеп қалады.,1
"Жылан содан былай топырақ жалап, ал Маса ызылдап қалады.",1
"Адам жыланды көрсе өлтіріп, басын езетін болады.",1
"Қарлығаш жыланнан қорқып, адамды дос тұтып, үйдің төбесіне ұя салады, бірақ оның құйрығы кем, екі айырық, болып қалады.",1
Шарль Перро Бір кәрі диірменші болыпты.,1
Ол өмірден өтер алдында балаларына мұрасын бөліп береді.,1
"Үлкен ұлына – диірмен, ортаншысына – есек, ал кішісіне – мысық тиіпті.",1
"Кенже ұл онша-мұнша қажеті де шамалы бұл мұраға көңілі толмай, қапаланумен болыпты.",1
"Ағалар-ау, - дейді ол – өздеріңмен бірге болсам, тамағымды адалынан табар едім.",1
"Егер мына мысығымды сойып жесем, маған сосын оның терісінен басқа не қалмақ?",1
Аштан өлген деген осы емес пе?,1
Ағалары оған бас ауыртпайды.,1
"Бұл сөзді естіген мысық сыр білдірмей, сабырмен былай деп ақыл айтады: - Уайымдамаңыз, қожайын. - Маған бір қап пен ағаш-бұтаны кезуге қолайлы етік тауып берсеңіз болғаны, әлі-ақ қазір бекер ренжіп отырғаныңызға көзіңіз жетеді!",1
"Иесі мысығының сөзіне сенерін де, сенбесін де білмеді.",1
"Бірақ та мысығының егеруқұйрықтар мен тышқандарды аулаудағы қулықтары мен ептіліктері өзіне мәлім еді: өлген тәрізді жата қалып, артқы аяқтарымен іліп алатынын, ұнның ішіне басын көміп жіберіп суырып шығатынын жақсы білетін.",1
"Мысық қажетті заттарды алған соң киініп, қапты иығына салып қояны көп орманға бет алады.",1
Қаптың түбінде кебек пен қырыққабат жапырағы бар екен.,1
Шөптің үстінде өлген тәрізді болып созыла жатқан мысық әлдебір аңқау қоянның өзі үшін құрған тұзаққа келіп түсуін күтеді.,1
"Көп күттірген жоқ, жүгіре шыққан аңқау қоянның бірі қапқа келіп топ ете түсіпті.",1
"Мысық қаптың аузын буып, қоянды салып алады да жолға түседі.",1
"Сөйтеді де өзінің олжасын көтеріп алып, корольдің сарайына барады.",1
Корольге жолыққысы келетінін айтады.,1
Ақыры мысықты қабылдайтын болады.,1
Сарайға кірген мысық иіліп сәлем беріп тұрып былай дейді: - Мұны сізге мәртебелі қожайыным маркиз де Карабас беріп жіберді.,1
"Король таңданып, сыйлықты қабыл алады.",1
"Мысық кетерінде оған: - Өз мырзаңа рақметімді жеткіз, жіберген сыйлығына разы болдым, - дейді.",1
"Бірнеше күн өткен соң мысық егін алқабына барып, қабын ашып қояды.",1
Өзі биік масақтың арасына жасырынады.,1
Бұл жолы оның тұзағына екі қырғауыл түседі.,1
"Мысық қаптың аузын буа қояды да, қырғауылдарды арқалаған күйі корольге әкеліп береді.",1
"Король бұл сыйлықты да қуана қабылдап, оны тамақтандыруды бұйырады.",1
Осылайша екі-үш ай өтеді.,1
Мысық өз қожайыны Маркиз де Карабастың сыйы деп үнемі аң-құстарды аулап әкелумен болады.,1
"Бір күні мысық корольдің бұл әлемде теңдессіз, айдай сұлу қызымен бірге өзен жағасымен күйме мініп серуенге шыққалы жатқанын естиді.",1
Сіз менің айтқанымды бұлжытпай орындаңыз? – дейді мысық қожайынына. – Солай жасасаңыз – бақытыңыз қолыңызда.,1
Сізден талап ететінім – мен көрсеткен жерде өзеннің суына шомылсаңыз болды.,1
Өзге жұмысты маған қалдырыңыз.,1
Макриз де Карабас мысықтың айтқанын дәл солай оындайды.,1
Бірақ оны не үшін орындап жатқанын түсінбейді.,1
Осы кезде корольдің күймесі өзеннің жағалауымен кетіп бара жатыр екен.,1
"Сол кезде мысық бар даусымен айқайлап, күймеге қарай жүгіреді: - Бері келіңдер, бері келіңдер!",1
Көмектесіңдер!,1
Маркиз де Карабас суға батып барады!,1
"Король бұл айқайды естіген соң, күйменің есігін ашып, бұл айқайлап жүрген өзіне бірнеше рет сыйлық әкелген мысық екенін таниды.",1
Сол жерде жасауылын Маркиз де Карабасты құтқаруға жұмсайды.,1
Байғұс маркизді судан шығарғанша мысық корольге өз мырзасын ұрылар түк қалдырмай тонап кеткендігін айтып үлгереді (шын мәнісінде ол қожайынының көйлегін үлкен тастың астын бастырып тастаған еді).,1
Король қызметшілеріне маркизге сарайындағы ең жақсы киімдерді кигізуді бұйырады.,1
"Киімдер құйып қойғандай жарасып, сымбатты жігітке айналады.",1
"Оған көзі түскен корольдің қызы, өзім армандаған жігіт осы деп шешеді.",1
"Маркиз де Карбас та бірер рет көз салып еді, оған ес-түссіз ғашық болып қалды.",1
Әкесіне де жас маркиз ұнайды.,1
"Король кеңпейілдік танытып, оны өзімен бірге күймемен серуендеуге шақырады.",1
"Мысық өзінің ойлағаны іске аса бастағанына риза болып, күйменің алдында жүгіріп бара жатыпты.",1
"Жолда ол шөп шауып жатқан шаруаларды көреді. - Ей, мейірімді адамдар, - деп айқай салады Мысық, - егер сендер корольге: «Осы шалғынның иесі маркиз Карабас», - деп айтпасаңдар, сендердің бәріңді бәліштің етіндей турап тастайтын болады! – дейді.",1
Осы кезде корольдің күймесі де жетеді.,1
Король терезеден басын шығарып сұрайды: - Кімнің шөбін шауып жатырсыңдар? - Маркиз де Карабастың – деп жауап береді шаруалар.,1
"Себебі, мысық оларды қатты қорқытып тастап еді. - Бұл қожалығыңыз ғажап екен, маркиз! – деп таң қалыпты король. - Иә, мәртебелім, бұл шалғыннан жыл сайын мол шөп шабылады, - деп сыпайы жауап береді.",1
Осы кезде мысық ағай алға қарай жүгіре береді.,1
"Жол бойында егістікте жұмыс істеп жатқан егін орушыларға кезігеді. - Ей мейірімді адамдар, - деп айқайлайды ол – егер қазір корольге: «Бұл егіннің бәрі маркиз де Карабастыкі деп айтпасаңдар, сендердің бәріңді бәліштің етіндей турап тастайтын болады! », – дейді.",1
Сәлден соң егіншілерге король келіп жетеді.,1
"Король бұл алқаптың кімдікі екенін білмек болып сұрайды. - Бұл егістік маркиз де Карабастыкі, - деп жауап береді.",1
Король маркиз мырзаға тағы да риза болады.,1
"Ал мысық болса алға қарай жүгіре береді, жолында кездескендердің бәріне «Бұл маркиз де Карабастың үйі», «Бұл маркиз де Карабастың ұн диірмені», «Бұл маркиз де Карабастың бағы» дегізіп айтқызып отырады.",1
Жас маркиздің байлығына король таң-тамаша болады.,1
Ақыры мысық бір зәулім қамалдың алдына келіп тоқтайды.,1
Бұл - бір өте бай кісіжегіштің тұрағы екен.,1
Жер бетінде одан бай ешкім болмайды екен.,1
Шындығында корольдің күймесі жүріп өткен жердегі байлықтың бәрі де осыныкі екен.,1
"Мысық күнбұрын бұл алыптың кім екендігін, оны күші қайда екенін біліп алады да, өзін қабылдауын өтінеді.",1
"Кісіжегіш бұл өтінішті ықыласпен қабыл алып, осында демалуға ұсыныс жасайды.",1
"Мысық қорқынышын басып, әдеппен былай деп сұрайды: - Сіздің бойыңызда қасиет көп сияқты.",1
"Кез келген аңға, мысалы, арыстан немесе пілге айнала аласыз ба?",1
"Бұл мүмкін бе? - Ол рас, - деп кісіжегіш ақырып жібереді, - Мен саған мұны дәлелдеп берейін!",1
Бері қара!,1
Сол сәтте дәу арыстанға айналып кетеді.,1
Мысық зәресі ұша қорқады.,1
Зып беріп шатырдың үстіне секіріп шығады.,1
Аяғындағы етікпен шатырдың үстінде жүру қауіпті де еді.,1
"Алып өзінің бастапқы қалпына келген кезде ол шатырдан түсіп, өзінің жүрегі жарыла жаздағанын айтады. - Мен тағы мынаған сенгім келеді! – дейді мысық.",1
Сізді тіпті ең кішкентай жан-жануар кейпіне де ене алады дейді ғой.,1
"Мысалы, егеуқұйрық немесе тышқан дегендей.",1
Осы рас па?,1
"Бірақ мен мұны шынымды айтсам, мүмкін емес деп білемін. - Қарай гөр, сөзін!",1
"Мүмкін емес дейсің бе? - деп гүрілдейді адамжегіш. – Ендеше, қарап тұр.",1
Ол әп сәтте тышқанға айналып кетеді.,1
Тышқан еденде жыбырлап жүгіріп бара жатады.,1
"Мысық болса, оны қуып барып, бас салып жеп қояды.",1
Осы кезде әсем де зәулім қамалды көрген король осында тоқтамақ болып шешеді.,1
"Тас көпірдің үстінде тасырлаған король күймесінің дыбысын естіп, мысық алдынан жүгіре шығады да, корольге: - Маркиз де Карабастың қамалына қош келдіңіздер, жоғары мәртебелім! – деп айқайлайды. - Қалай, маркиз мырза? ! – деп таң тамаша болады король – Бұл қамал да сіздікі ме?",1
"Бұл қамал мен оның айналасынан сұлу жерді табу қиын болар , сірә.",1
"Қанкеи, егер қарсы боламсаңыз ішін аралап көрейік те.",1
"Маркиз сұлу ханшайымға қолын беріп, оны корольдің соңынан алға қарай аттайды.",1
Үшеуі үстелдің үсті түрлі тағамға толы үлкен залға келеді.,1
Дәл сол күні кісіжегіш қонақ шақырған күн екен.,1
"Король де Маркиз де Карабастың мәртебесіне, оған көзсіз ғашық қызынан бетер риза болады. - Егер де менің күйеу балам болғыңыз келсе, маркиз мырза, оны өз қалауыңыз білсін, – дейді король.",1
"Жас маркиз қуана келіседі, ал ханшайым болса, қуанғанынан әрі ұялғанынан қызарып кетеді.",1
"Осылайша диірменшінің ұлы ханшайымға үйленіпті, ал Мысық болса сарайдағы ең маңғаз мырзаға айналыпты.",1
"Содан бері тышқанды да сирек, оның ішінде ермек үшін ғана аулайтын болыпты. #СказкиНаКазахскомЯзыке#ҚазақТіліндеЕртегілер#СказкиНаКазахскомЯзыке#ҚазақТіліндеЕртегілер#СказкиНаКазахскомЯзыке#ҚазақТіліндеЕртегілер",1
Басқа Біреудің ерке ұлы болыпты.,1
Өзі жалқау екен.,1
"Сөйтсе де әкесі оны бағып-қағып, киіндіріп жүріпті.",1
"Ақыры кәрілік жеңіп, сырқаты күшейген қарт әйеліне айтыпты: – Өмір бойы жинаған мүлкімді түгелдей басқа біреуге беремін.",1
Ұлыма ештеңе қалдырмаймын.,1
"Ол – жалқау. – Кешке дейін бір жерде бола тұр, – дейді ол баласына. – Қараңғы түскен соң үйге кел.",1
"Содан соң ""Мынаны еңбегіме алған едім"" деп әкеңе бер.",1
Баласы шешесінің айтқанын орындайды.,1
"Алтынды шал жанып жатқан пешке лақтырып жіберіп: – Бұл сенің еңбектеніп тапқан ақшаң емес, – депті.",1
"Ұлы жымиып күліпті де, түк демей шығып кетіпті.",1
"Қулықтан ештеңе шықпайтынын білген анасы: – Біз әкеңді алдай алмайтын көрінеміз, балам.",1
"Одан да ақшаны жұмыс істеп тап, – деп ақыл айтады.",1
"Анасының тілін алып, бала бір апта жұмыс істейді.",1
Тапқан тиынын әкесіне береді.,1
"Қария тағы да алтынды отқа лақтырып жіберіп: – Жоқ, бұл да өз еңбегіңмен тапқан ақша емес, – депті.",1
"Оған ұлы шыдай алмай, шоқтан жалаңаш қолымен ақшаны суырып алады да: – Әке, мен бұл тиынды апта бойы шаршап-шалдығып жүріп таптым.",1
Сіз оны отқа тастайсыз.,1
Мұныңыз қалай? – деп айқай салыпты.,1
"Сонда әкесі тұрып:– Бұл ақшаны шынында да өз еңбегіңмен тапқан екенсің, балам.",1
"Көзім жетті, – депті.",1
Орыс халық ертегілері Ертеде бір бақа болыпты.,1
Ол батпақта тұрыпты.,1
Бір күні ол өзен жағасында отырды.,1
"Бір кезде жағаға үйректер қонды. – Жол алыс, – деді бір үйрек. – Тез тамақ жеңдер, сосын ұшамыз.",1
"Бұны бақа естіді. – Кешіріңіз, қайда ұшасыздар? – деді бақа. – Оңтүстікке ұшамыз, – деді бір үйрек. – Оңтүстік жылы ма? – Иә, жылы. – Онда маса, шіркей көп пе? – Иә, көп, – деді үйрек. – Онда мені ала кетіңдер. – Сенің қанатың жоқ, қалай ұшасың? – Білмеймін, бiрақ тұра тұрыңдар, мен ойланайын, – деді бақа.",1
"Бақа бiраз ойланды, сосын: – Таптым, таптым, – деп айқайлады. – Екі үйрек таяқтың екі ұшынан тістейді, мен ортасынан тістеймін.",1
"Бірақ сендер қаңқылдамаңдар, мен бақылдамаймын. – Жарайды, – деді үйрек.",1
Сөйтіп олар ұшты.,1
"Екі жақта екі үйрек, ортасында бақа.",1
Бұл қызық көрініс болды.,1
"Бұны балалар көрді. – Бақаны қараңдар, бақаны қараңдар! – деп айқайлады балалар. – Қызық-ай, бақа ұшып бара жатыр.",1
"Бақа мақтанып кетті. – Бұны мен ойлап таптым, мен, – дегенде бақа шалшыққа құлап түсті.",1
Қазақ халқының ұлттық ертегілері Баяғыда бір аңқау адам болыпты.,1
"Бір күні ол есекке мініп, жолға шықты.",1
"Тауға жеткенде ол есекті аяп, жетектеп жаяу көтеріле бастайды.",1
"Бұны екі ұры көреді. – Есекті ұрлайық, – дейді бір ұры. – Ұрлайық, – дейді екінші ұры.",1
"Екі ұры жайлап келеді де, бір ұры ноқтаны шешіп, өзі киеді және аңқаудың соңынан жүріп отырады.",1
Екінші ұры есекті алып кетеді.,1
"Аңқау ештеңені аңғармайды, өлең айтып жүре береді.",1
"Көп жүрді ме, аз жүрді ме, бір кезде артына қарайды.",1
"Қараса, есектің орнында адам тұр. – Бұл қалай?",1
Сен қайдан келдің? – деп таң қалады. – Мен сенің есегің едім.,1
"Бала кезімде тентек болдым, шешем есек бол деп қарғады, сосын есек болдым.",1
Сен мені базардан сатып алдың.,1
"Бүгін шешем Құдайдан жалбарынып сұраса керек, қайтадан адам болдым. – дейді ұры.",1
"Аңқау ұрыға сеніп, босатып жібереді.",1
"Қазақ халқының ұлттық ертегілері Ерте, ерте ертеде, ешкі жүні бөртеде Ақ жайықтың жағасында еліне елеулі, халқына қалаулы, бір домалақ ана өмір сүріпті.",1
Сол анадан тараған төрт қыз бар екен.,1
"Олардың ауыз десе аузы, күндей жарқыраған көзі бар.",1
Дүниенің сұлулығын өздеріне дарытқан сұлу қыздары болыпты.,1
"Анасы жақсы тәрбие беріпті, Үлкен қызының аты «Көктем».",1
"Ол ақ жарқын, мінезі нәзік.",1
"Екінші қыз «Жаз» жарқырап, жайдарлы, әр уақытта күлімдеп, нұрын шашып жүреді.",1
"Үшінші қызы «Күз» басқа қыздарға қарағанда жылауық, жаңбырлы болады, бірақ қолы ашық мырза екен.",1
"Ал кіші қызы «Қыс» басқа қыздарына қарағанда салқын, қаталдау.",1
"Қыздары бой жетіп, саналы да салмақты қыз болып өсіпті.",1
Осы қыздарын домалақ ана өздерінің құтты орындарына қондырыпты.,1
"Үлкен қызы арыстай үш ұл туып, үшеуі де ел қорғаған батыр болыпты.",1
Екінші қызы үш қыз туып үшеуі де адамзатқа жан жылуын сыйлай білетін мейірімді қыздар атаныпты.,1
Үшінші қызы жаздай жайдарлы үш қызды дүниеге әкеліпті.,1
"Төртінші қызы берекесі мен ырысы мол, қолдары ашық, келген қонақты қадір тұтатын, қонақжай үш қыз өсіріпті.",1
"Осы төрт қыздан өрбіген ұрпақтары елге, халыққа пайдасын тигізіп, ел аузында аттары аңызға айналыпты.",1
Олар жылдың төрт мезгілі мен он екі айы екен.,1
Қазақ халқының ұлттық ертегілері Ертеде бірінен – бірі өткен ағайынды үш жалқау болыпты.,1
Бар бітіретіндері бас көтермей ұйықтай беру екен.,1
Бірде үшеуі жолға шығыпты.,1
"Тоғай арасына келгенде, мәуелі ағаш көлеңкесіне қисая кетіпті.",1
"Бірінші жалқау: – Е. . . құдай, мына өріктер піссе, - депті.",1
"Екіншісі: –Ауызға келіп түссе, - депті.",1
"Сонда үшіншісі оларды міней сөйлеп: –Түу, соны айтуға қалай ерінбейсіңдер, - депті.",1
"Қазақ халқының ұлттық ертегілері Бар екен, жоқ екен.",1
Ерте заманда бір Алдаркөсе деген қу болған екен.,1
Оның кәсібі әркімді алдау болған екен.,1
"Ей, ата, мен алдасам, Болса да жын-шайтан арбасам.",1
"Жұрт істейтін кәсіп көп, Алдауды мен кәсіп қылсам, – деп сурап атасынан бата алған екен.",1
Күндерде бір күн сол Алдаркөсе шайтанмен бірге бір ұзақ сапарға шығыпты.,1
"Ай жүріпті, жыл жүріпті.",1
Бір кезде екеуі де шаршапты.,1
"Сонан сод Алдаркөсе айтыпты: — Бұлай екеуіміз бірдей жаяу жүрмейік, бірімізге біріміз кезек мініп жүрелік депті.",1
Шайтан мұны қостайды: – Мұның ақыл-ақ екен.,1
Солай істелік.,1
"Бірақ жол қайсымыздікі, қайсымыз бұрын мінеміз, әуелі соған келісіп алайық дейік: Сонда Алдаркөсе айтады. – Біздің қазақ халқында жасы үлкенге жол беретін әдет бар.",1
